timestamp_utc,total_mwh,fossil_mwh,renewable_mwh,nuclear_mwh,total_emissions_kg_co2,fossil_share,renewable_share,clean_share,ci_g_per_kwh,state,respondent
2025-10-03 04:00:00+00:00,93519.56490577853,58621.68915215518,4253.480701272655,30644.39505235072,13890206.967314776,0.6268387712369796,0.04548225502928783,0.3731612287630206,148.5272839037397,Delaware,PJM
2025-10-03 05:00:00+00:00,89055.13865413252,54215.29915527609,4189.663699338888,30650.175799517525,12905100.249702662,0.6087835017116138,0.047045726531407414,0.39121649828838595,144.9113486850297,Delaware,PJM
2025-10-03 06:00:00+00:00,85369.91370095844,50488.96908223844,4182.610534794149,30698.334083925845,12166659.362029634,0.5914140813014738,0.048993964658853716,0.4085859186985261,142.51694577844046,Delaware,PJM
2025-10-03 07:00:00+00:00,83240.81301825229,48352.4724759813,4177.788825767441,30710.55171650354,11808398.195360549,0.5808745821040817,0.050189188143217364,0.4191254178959183,141.85827561260498,Delaware,PJM
2025-10-03 08:00:00+00:00,81924.81823608141,47090.28650672164,4104.578918481215,30729.95281087856,11527977.414352866,0.5747987913872733,0.050101776321957975,0.4252012086127268,140.71410425510965,Delaware,PJM
2025-10-03 09:00:00+00:00,81511.40963514266,46742.07486836208,4035.345860862491,30733.988905918075,11498434.743726708,0.573442111694383,0.049506515455017976,0.42655788830561686,141.06534036394947,Delaware,PJM
2025-10-03 10:00:00+00:00,83041.86684907219,48401.14036560888,3886.846828528919,30753.879654934404,11961872.734468462,0.5828522672012841,0.04680587005098556,0.4171477327987161,144.04628879802345,Delaware,PJM
2025-10-03 11:00:00+00:00,86813.69594666648,52222.780183960684,3832.012345908619,30758.903416797173,12978411.055440627,0.6015500159795462,0.04414064283431493,0.3984499840204538,149.49727590694727,Delaware,PJM
2025-10-03 12:00:00+00:00,90081.79299180458,54976.665211908105,4344.421806691911,30760.70597320457,13571073.012963714,0.6102971908752942,0.04822752370267714,0.3897028091247058,150.6527852326205,Delaware,PJM
2025-10-03 13:00:00+00:00,92664.73949038093,54407.9522430358,7499.728202262128,30757.059045083006,13391349.809387757,0.5871483861310981,0.08093400190307164,0.4128516138689019,144.51397460387665,Delaware,PJM
2025-10-03 14:00:00+00:00,95007.50641088872,52829.14059088777,11438.82214383388,30739.543676167083,13029111.320434786,0.5560522803578505,0.12039914082539155,0.44394771964214974,137.1377042997682,Delaware,PJM
2025-10-03 15:00:00+00:00,97686.4060365016,53472.395821960396,13510.799485253796,30703.21072928741,13232571.506063016,0.5473883009062678,0.13830787755878066,0.4526116990937322,135.45970256207931,Delaware,PJM
2025-10-03 16:00:00+00:00,100262.5772628712,55570.773572699836,14021.94848088817,30669.855209283207,13801951.148974227,0.5542523949589172,0.13985226456053526,0.44574760504108296,137.65805274272861,Delaware,PJM
2025-10-03 17:00:00+00:00,102943.0349993236,58046.12137429571,14265.607872440381,30631.305752587505,14357970.925189557,0.563866427434135,0.13857768884057203,0.43613357256586505,139.47491372567262,Delaware,PJM
2025-10-03 18:00:00+00:00,107046.81764739189,61880.70860519444,14559.977410602482,30606.13163159497,15262516.852050653,0.5780714454214522,0.13601504211514712,0.4219285545785479,142.57795969539978,Delaware,PJM
2025-10-03 19:00:00+00:00,110235.9326138946,64515.00115943847,15140.217375615402,30580.714078840705,15841903.224303788,0.5852447530462197,0.13734375912294014,0.41475524695377997,143.70906880055736,Delaware,PJM
2025-10-03 20:00:00+00:00,112502.9433363457,66407.48716998164,15532.482061407061,30562.974104957015,16244750.105706565,0.590273331529165,0.13806289507439995,0.4097266684708352,144.39400093862668,Delaware,PJM
2025-10-03 21:00:00+00:00,114670.31092421216,68347.16744245696,15771.223793038187,30551.919688717007,16707876.818315381,0.5960319361794435,0.13753537132607668,0.4039680638205565,145.70359741466075,Delaware,PJM
