timestamp_utc,total_mwh,fossil_mwh,renewable_mwh,nuclear_mwh,total_emissions_kg_co2,fossil_share,renewable_share,clean_share,ci_g_per_kwh,state,respondent
2025-09-30 10:00:00+00:00,29528.78980103354,15583.375964729288,11981.49032474817,1963.9235115560857,5223980.571019788,0.5277350026780933,0.4057562265666846,0.4722649973219069,176.9114347800648,Arkansas,SWPP
2025-09-30 11:00:00+00:00,30266.49183916146,16657.489729757574,11640.578336391067,1968.4237730128186,5540961.160949444,0.5503607692056548,0.3846028273858108,0.4496392307943452,183.07246146644783,Arkansas,SWPP
2025-09-30 12:00:00+00:00,31686.99719103733,18057.3234922076,11658.728693478131,1970.9450053515984,6050301.231953554,0.5698654051484284,0.36793415997069623,0.43013459485157163,190.93955780905873,Arkansas,SWPP
2025-09-30 13:00:00+00:00,32276.78019453503,19010.577937516224,11297.181653312264,1969.0206037065384,6336937.736534418,0.5889861945007456,0.3500095605950514,0.41101380549925426,196.33116123544943,Arkansas,SWPP
2025-09-30 14:00:00+00:00,32600.11560441386,19792.63648133477,10837.420434121123,1970.0586889579627,6517328.40565821,0.6071339353979153,0.33243503077190933,0.39286606460208473,199.91734031690987,Arkansas,SWPP
2025-09-30 15:00:00+00:00,33119.34344671651,21374.67146558193,9775.303042607498,1969.368938527083,6947882.532498359,0.6453833090009832,0.29515388969996725,0.35461669099901677,209.7832206026771,Arkansas,SWPP
2025-09-30 16:00:00+00:00,34286.785310546795,22750.91078250843,9564.97561769413,1970.8989103442345,7336065.795248464,0.6635475031107723,0.27896974099674177,0.33645249688922774,213.96190190486746,Arkansas,SWPP
2025-09-30 17:00:00+00:00,35482.00225796356,24437.541873338912,9074.004996255977,1970.4553883686706,7843075.04082646,0.6887306329465712,0.25573542694365314,0.3112693670534288,221.04375575553,Arkansas,SWPP
2025-09-30 18:00:00+00:00,36988.36645169738,26453.953116560446,8563.90852713275,1970.5048080041859,8394730.430776823,0.7151965781215647,0.231529784866716,0.2848034218784354,226.95596578290073,Arkansas,SWPP
2025-09-30 19:00:00+00:00,38241.16270085715,27635.300878171598,8635.800571268288,1970.0612514172728,8773963.11630325,0.7226584896058135,0.2258247386153539,0.27734151039418675,229.4376660285642,Arkansas,SWPP
