timestamp_utc,total_mwh,fossil_mwh,renewable_mwh,nuclear_mwh,total_emissions_kg_co2,fossil_share,renewable_share,clean_share,ci_g_per_kwh,state,respondent
2025-09-28 01:00:00+00:00,30623.25,8879.75,19480.75,2262.75,1717475.7789766246,0.2899675899847338,0.6361424734474623,0.7100324100152662,56.08404656516289,California,CISO
2025-09-28 02:00:00+00:00,30026.201813047832,10438.408120762288,17324.443065300977,2263.350626984567,2020514.862950948,0.34764330786008024,0.5769775069510347,0.6523566921399198,67.29172325994749,California,CISO
2025-09-28 03:00:00+00:00,29049.747316552715,10874.661947113515,15912.383956809572,2262.701412629631,2105333.8034607987,0.3743461803165864,0.5477632484514797,0.6256538196834137,72.47339470870948,California,CISO
2025-09-28 04:00:00+00:00,27308.5414989784,10832.514727566615,14213.724546804764,2262.30222460702,2097141.0319088823,0.396671302565604,0.520486403396406,0.6033286974343959,76.79432576021446,California,CISO
2025-09-28 05:00:00+00:00,26035.119327799177,10472.856212607416,13300.360008182206,2261.903107009555,2027217.0633137857,0.40225881359510235,0.5108622641871534,0.5977411864048976,77.86471180676368,California,CISO
2025-09-28 06:00:00+00:00,24440.42956104905,10547.690903278344,11630.485259291218,2262.2533984794914,2041768.1539338592,0.43156732891832233,0.47587073828795684,0.5684326710816777,83.54060016964041,California,CISO
2025-09-28 07:00:00+00:00,21744.218961259307,10453.677675169729,9027.688054652775,2262.8532314367976,2023588.5940377072,0.4807566412844984,0.4151764692370418,0.5192433587155014,93.06329179461648,California,CISO
2025-09-28 08:00:00+00:00,19547.59271602754,10049.830230145393,7235.558160678605,2262.2043252035396,1945024.7596128173,0.5141211184487846,0.3701508551866849,0.4858788815512154,99.50200967805335,California,CISO
2025-09-28 09:00:00+00:00,18357.320485753135,9955.687700098584,6140.826150280222,2260.806635374327,1926674.4063241011,0.5423279343968014,0.33451647559599085,0.4576720656031985,104.95401046244014,California,CISO
2025-09-28 10:00:00+00:00,16668.26095952769,9368.86109579167,5039.491288771381,2259.90857496464,1812583.9508468776,0.5620778987406221,0.30234055616286554,0.43792210125937786,108.74463480311617,California,CISO
2025-09-28 11:00:00+00:00,15841.525087351516,9055.758228752078,4526.256978942223,2259.509879657214,1751711.4250633987,0.5716468697816566,0.28572103720974196,0.42835313021834337,110.5771960341137,California,CISO
2025-09-28 12:00:00+00:00,15249.624757319089,8674.148846694712,4316.115140666354,2259.3607699580207,1677519.721954302,0.5688106418836002,0.28303090793069025,0.43118935811639963,110.00400000984764,California,CISO
2025-09-28 13:00:00+00:00,14634.73195523716,8269.722475566483,4105.797837125499,2259.211642545177,1598940.3955025615,0.5650750899203928,0.2805516253856775,0.43492491007960726,109.25655491287407,California,CISO
2025-09-28 14:00:00+00:00,14401.180458660849,8127.58656053248,4014.0325462221635,2259.5613519062063,1571259.111364059,0.5643694684517727,0.27872941094965104,0.43563053154822734,109.10627193891636,California,CISO
2025-09-28 15:00:00+00:00,14751.766447659646,8218.175097056379,4274.678015981168,2258.9133346221,1588873.0944792689,0.5570976958057918,0.28977397596064447,0.44290230419420834,107.70731085776796,California,CISO
2025-09-28 16:00:00+00:00,19786.06586677567,9004.637229537724,8523.163161579665,2258.265475658281,1741780.2479731927,0.4550999319505003,0.4307659349245155,0.5449000680494998,88.03065044365147,California,CISO
2025-09-28 17:00:00+00:00,28594.414355993023,11116.823038829623,15220.222837433344,2257.368479730053,2152437.3153864695,0.3887760350825188,0.5322795790795198,0.6112239649174811,75.27474731915066,California,CISO
2025-09-28 18:00:00+00:00,32136.464497291487,12480.260244500063,17399.73252277886,2256.4717300125635,2417521.1445130757,0.3883519995036143,0.5414326932026184,0.6116480004963857,75.22673020601965,California,CISO
2025-09-28 19:00:00+00:00,33619.060915764756,13106.808469754284,18256.677219563622,2255.5752264468574,2539337.507601856,0.3898624206843386,0.5430454248947401,0.6101375793156617,75.53267219344315,California,CISO
2025-09-28 20:00:00+00:00,33024.35686007095,12436.48926714542,18333.68695061061,2254.1806423149205,2409014.247274743,0.3765853584928437,0.5551565176058729,0.6234146415071563,72.94659082937149,California,CISO
2025-09-28 21:00:00+00:00,30879.840862629997,10785.124967454907,17842.178534499522,2252.5373606755657,2087954.188331793,0.3492610281067476,0.577793733260189,0.6507389718932525,67.61544522266571,California,CISO
2025-09-28 22:00:00+00:00,29271.841745337555,9452.163189818204,17569.03304224635,2250.6455132730057,1828847.0257404728,0.3229097530675108,0.600202515273736,0.6770902469324893,62.478030649771924,California,CISO
2025-09-28 23:00:00+00:00,27941.083010663882,8266.599974500554,17424.483615479116,2249.9994206842143,1598348.9591406258,0.29585825185607717,0.6236151837360404,0.7041417481439228,57.20425935281773,California,CISO
2025-09-29 00:00:00+00:00,28058.157514439074,8025.117578893111,17783.188474440874,2249.85146110509,1551352.6113729267,0.2860172687662505,0.6337974425187907,0.7139827312337496,55.29060882114521,California,CISO
