timestamp_utc,state,fueltype,fuel_name,forecast_mwh,share,emissions_kg_co2,respondent
2025-09-29 01:00:00+00:00,Alabama,COL,Coal,5665.0,0.180228905025889,2285415.893936414,SOCO
2025-09-29 01:00:00+00:00,Alabama,NG,Natural Gas,18208.25,0.579285606343803,4039455.2059435854,SOCO
2025-09-29 01:00:00+00:00,Alabama,NUC,Nuclear,6959.5,0.2214127210110635,0.0,SOCO
2025-09-29 01:00:00+00:00,Alabama,OIL,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 01:00:00+00:00,Alabama,OTH,Other,163.75,0.005209617510677727,0.0,SOCO
2025-09-29 01:00:00+00:00,Alabama,PET,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 01:00:00+00:00,Alabama,SUN,Solar,0.0,0.0,0.0,SOCO
2025-09-29 01:00:00+00:00,Alabama,WAT,Hydro,435.75,0.013863150108566839,0.0,SOCO
2025-09-29 01:00:00+00:00,Alabama,WND,Wind,0.0,0.0,0.0,SOCO
2025-09-29 02:00:00+00:00,Alabama,COL,Coal,5403.723630620935,0.17990012484394508,2180009.86264093,SOCO
2025-09-29 02:00:00+00:00,Alabama,NG,Natural Gas,17220.915964454893,0.5733166874739909,3820417.5933290855,SOCO
2025-09-29 02:00:00+00:00,Alabama,NUC,Nuclear,6966.466004667267,0.23192675821889305,0.0,SOCO
2025-09-29 02:00:00+00:00,Alabama,OIL,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 02:00:00+00:00,Alabama,OTH,Other,163.49920214786454,0.005443196004993758,0.0,SOCO
2025-09-29 02:00:00+00:00,Alabama,PET,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 02:00:00+00:00,Alabama,SUN,Solar,0.0,0.0,0.0,SOCO
2025-09-29 02:00:00+00:00,Alabama,WAT,Hydro,282.74862022818775,0.009413233458177279,0.0,SOCO
2025-09-29 02:00:00+00:00,Alabama,WND,Wind,0.0,0.0,0.0,SOCO
2025-09-29 03:00:00+00:00,Alabama,COL,Coal,5252.448737515394,0.1847747700209312,2118981.434563801,SOCO
2025-09-29 03:00:00+00:00,Alabama,NG,Natural Gas,15804.59575140341,0.5559864914780223,3506210.4587667882,SOCO
2025-09-29 03:00:00+00:00,Alabama,NUC,Nuclear,6964.682026579788,0.24500905844898246,0.0,SOCO
2025-09-29 03:00:00+00:00,Alabama,OIL,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 03:00:00+00:00,Alabama,OTH,Other,163.99839941980477,0.005769264594656395,0.0,SOCO
2025-09-29 03:00:00+00:00,Alabama,PET,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 03:00:00+00:00,Alabama,SUN,Solar,0.0,0.0,0.0,SOCO
2025-09-29 03:00:00+00:00,Alabama,WAT,Hydro,240.4976528077015,0.008460415457407701,0.0,SOCO
2025-09-29 03:00:00+00:00,Alabama,WND,Wind,0.0,0.0,0.0,SOCO
2025-09-29 04:00:00+00:00,Alabama,COL,Coal,4928.427849631905,0.1860530960088336,1988262.5489263227,SOCO
2025-09-29 04:00:00+00:00,Alabama,NG,Natural Gas,14131.543119414766,0.5334799309166753,3135047.872351062,SOCO
2025-09-29 04:00:00+00:00,Alabama,NUC,Nuclear,6972.397926662972,0.263215017129267,0.0,SOCO
2025-09-29 04:00:00+00:00,Alabama,OIL,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 04:00:00+00:00,Alabama,OTH,Other,161.2476393939626,0.00608726016666824,0.0,SOCO
2025-09-29 04:00:00+00:00,Alabama,PET,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 04:00:00+00:00,Alabama,SUN,Solar,0.0,0.0,0.0,SOCO
2025-09-29 04:00:00+00:00,Alabama,WAT,Hydro,295.7456703923376,0.011164695778555857,0.0,SOCO
2025-09-29 04:00:00+00:00,Alabama,WND,Wind,0.0,0.0,0.0,SOCO
2025-09-29 05:00:00+00:00,Alabama,COL,Coal,4584.410514340272,0.1855603339236023,1849476.549656217,SOCO
2025-09-29 05:00:00+00:00,Alabama,NG,Natural Gas,12652.503028753164,0.5121274981027067,2806926.488142131,SOCO
2025-09-29 05:00:00+00:00,Alabama,NUC,Nuclear,6992.113517045647,0.28301543131798634,0.0,SOCO
2025-09-29 05:00:00+00:00,Alabama,OIL,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 05:00:00+00:00,Alabama,OTH,Other,161.246852532963,0.006526688590943587,0.0,SOCO
2025-09-29 05:00:00+00:00,Alabama,PET,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 05:00:00+00:00,Alabama,SUN,Solar,0.0,0.0,0.0,SOCO
2025-09-29 05:00:00+00:00,Alabama,WAT,Hydro,315.493841700154,0.012770048064760942,0.0,SOCO
2025-09-29 05:00:00+00:00,Alabama,WND,Wind,0.0,0.0,0.0,SOCO
2025-09-29 06:00:00+00:00,Alabama,COL,Coal,4224.896914606316,0.1804109954630371,1704438.9336070947,SOCO
2025-09-29 06:00:00+00:00,Alabama,NG,Natural Gas,11812.461781778879,0.5044141980250867,2620565.416194106,SOCO
2025-09-29 06:00:00+00:00,Alabama,NUC,Nuclear,7002.079152734219,0.2990018681611956,0.0,SOCO
2025-09-29 06:00:00+00:00,Alabama,OIL,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 06:00:00+00:00,Alabama,OTH,Other,215.49474203494938,0.009202028289298106,0.0,SOCO
2025-09-29 06:00:00+00:00,Alabama,PET,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 06:00:00+00:00,Alabama,SUN,Solar,0.0,0.0,0.0,SOCO
2025-09-29 06:00:00+00:00,Alabama,WAT,Hydro,163.2460168779837,0.006970910061382439,0.0,SOCO
2025-09-29 06:00:00+00:00,Alabama,WND,Wind,0.0,0.0,0.0,SOCO
2025-09-29 07:00:00+00:00,Alabama,COL,Coal,3872.8866039037334,0.16936700557559856,1562428.3495101526,SOCO
2025-09-29 07:00:00+00:00,Alabama,NG,Natural Gas,11641.159152942244,0.5090849458838963,2582562.3518773285,SOCO
2025-09-29 07:00:00+00:00,Alabama,NUC,Nuclear,7006.794844707839,0.3064174046135345,0.0,SOCO
2025-09-29 07:00:00+00:00,Alabama,OIL,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 07:00:00+00:00,Alabama,OTH,Other,214.9937050966441,0.00940198972340658,0.0,SOCO
2025-09-29 07:00:00+00:00,Alabama,PET,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 07:00:00+00:00,Alabama,SUN,Solar,0.0,0.0,0.0,SOCO
2025-09-29 07:00:00+00:00,Alabama,WAT,Hydro,130.99616450074595,0.00572865420356401,0.0,SOCO
2025-09-29 07:00:00+00:00,Alabama,WND,Wind,0.0,0.0,0.0,SOCO
2025-09-29 08:00:00+00:00,Alabama,COL,Coal,3701.6235544872106,0.16484458496615603,1493336.1526556883,SOCO
2025-09-29 08:00:00+00:00,Alabama,NG,Natural Gas,11416.610014609438,0.5084164588528679,2532746.68118802,SOCO
2025-09-29 08:00:00+00:00,Alabama,NUC,Nuclear,7017.010302620484,0.31248886711791946,0.0,SOCO
2025-09-29 08:00:00+00:00,Alabama,OIL,Petroleum,0.0,0.0,0.0,SOCO
2025-09-29 08:00:00+00:00,Alabama,OTH,Other,212.49274135977097,0.009462949768436053,0.0,SOCO
