state,device_kwh_total,pmax_kw,window_start,window_end,emissions_opt_kg,emissions_even_kg,emissions_now_kg,saved_vs_even_kg,saved_vs_now_kg,fossil_share_opt,fossil_share_even,fossil_share_now,social_cost_saved_usd
Oregon,280.0,7.0,00:00,23:59,3.206,5.576,3.206,2.37,0.0,12.75,12.75,12.75,0.12
