state,device_kwh_total,pmax_kw,window_start,window_end,emissions_opt_kg,emissions_even_kg,emissions_now_kg,saved_vs_even_kg,saved_vs_now_kg,fossil_share_opt,fossil_share_even,fossil_share_now,social_cost_saved_usd
New Mexico,280.0,7.0,00:00,23:59,25.548,44.431,25.548,18.883,0.0,47.76,47.76,47.76,0.96
